pedestrians,towards_manhattan,towards_brooklyn,date,weather,events
208,128,80,2017-12-02,clear-night,nan
10,8,2,2017-11-22,clear-night,nan
756,379,377,2017-10-26,partly-cloudy-night,nan
701,310,391,2017-12-13,partly-cloudy-day,nan
909,388,521,2018-01-09,clear-day,nan
1789,1005,784,2017-10-18,clear-day,nan
1794,842,952,2018-01-20,clear-day,nan
2164,1203,961,2017-12-30,partly-cloudy-day,nan
999,630,369,2017-10-22,clear-day,nan
518,298,220,2017-11-17,clear-night,nan
5,3,2,2017-12-13,partly-cloudy-night,nan
126,63,63,2018-01-04,snow,nan
153,83,70,2017-10-18,clear-night,nan
679,338,341,2018-01-08,partly-cloudy-day,nan
13,8,5,2018-01-30,partly-cloudy-night,nan
17,11,6,2017-12-10,partly-cloudy-night,nan
319,176,143,2017-12-10,partly-cloudy-night,nan
1805,880,925,2017-12-21,clear-day,nan
756,368,388,2018-01-15,partly-cloudy-day,Martin Luther King Jr. Day
97,74,23,2017-11-15,partly-cloudy-night,nan
120,56,64,2018-01-02,clear-night,nan
390,233,157,2018-01-03,clear-night,nan
1236,574,662,2017-12-24,clear-night,Christmas Eve
2428,1100,1328,2017-12-29,clear-day,nan
96,83,13,2018-02-04,rain,nan
497,304,193,2018-01-16,partly-cloudy-night,nan
17,8,9,2018-01-22,partly-cloudy-night,nan
401,255,146,2017-11-20,rain,nan
358,191,167,2017-11-04,partly-cloudy-day,nan
356,145,211,2017-10-07,clear-night,nan
326,191,135,2017-12-01,clear-night,nan
362,138,224,2017-10-02,clear-day,nan
1071,645,426,2017-10-02,clear-day,nan
16,4,12,2017-11-23,clear-night,Thanksgiving Day
9,6,3,2017-10-07,partly-cloudy-night,nan
3,1,2,2018-01-16,partly-cloudy-night,nan
326,234,92,2017-12-12,partly-cloudy-night,nan
735,354,381,2018-01-31,clear-day,nan
27,10,17,2017-10-12,partly-cloudy-night,nan
1693,701,992,2017-12-04,clear-day,nan
136,58,78,2017-12-20,clear-night,nan
301,142,159,2017-10-02,clear-night,nan
1022,559,463,2017-11-05,cloudy,Daylight Saving Time ends
3373,1796,1577,2017-10-07,clear-day,nan
12,6,6,2017-11-01,clear-night,nan
1530,786,744,2017-10-12,partly-cloudy-day,nan
1572,824,748,2017-10-03,clear-day,nan
134,77,57,2018-01-17,snow,nan
2371,1112,1259,2017-12-24,clear-day,Christmas Eve
5,3,2,2017-11-24,clear-night,Black Friday
1109,485,624,2017-12-06,clear-day,nan
34,25,9,2018-01-22,cloudy,nan
153,85,68,2017-10-24,partly-cloudy-night,nan
1504,762,742,2017-10-08,partly-cloudy-day,nan
76,39,37,2017-10-29,rain,nan
391,142,249,2017-10-13,partly-cloudy-day,nan
2247,1140,1107,2017-10-01,clear-day,nan
1747,857,890,2017-10-19,clear-day,nan
873,415,458,2018-01-29,partly-cloudy-day,nan
96,53,43,2017-11-27,clear-night,nan
1,0,1,2018-01-14,clear-night,nan
21,13,8,2017-10-07,partly-cloudy-night,nan
1,0,1,2018-01-08,partly-cloudy-night,nan
119,100,19,2017-12-07,clear-night,nan
2096,1046,1050,2017-10-16,clear-day,nan
2465,1197,1268,2017-10-31,clear-day,Halloween
3,1,2,2018-01-03,clear-night,nan
14,10,4,2017-10-26,partly-cloudy-night,nan
513,181,332,2017-10-25,clear-day,nan
20,15,5,2017-11-18,clear-night,nan
4,4,0,2017-11-04,clear-night,nan
1265,674,591,2017-10-24,partly-cloudy-day,nan
233,75,158,2017-11-07,partly-cloudy-day,nan
1190,553,637,2017-11-10,clear-day,Veterans Day observed
216,86,130,2017-10-08,partly-cloudy-day,nan
431,236,195,2017-12-16,clear-day,nan
775,379,396,2018-01-22,partly-cloudy-day,nan
1477,764,713,2017-10-18,clear-day,nan
401,268,133,2018-02-01,partly-cloudy-night,nan
162,133,29,2017-11-11,clear-night,Veterans Day
2,1,1,2017-10-29,rain,nan
213,93,120,2017-10-08,clear-night,nan
345,230,115,2017-12-19,clear-night,nan
1189,679,510,2017-10-17,clear-day,nan
149,68,81,2017-12-25,partly-cloudy-day,Christmas Day
2,1,1,2018-01-28,partly-cloudy-night,nan
315,180,135,2018-01-31,clear-day,nan
1428,661,767,2018-01-01,clear-night,New Year's Day
2464,1184,1280,2017-10-31,clear-day,Halloween
1518,657,861,2017-12-18,partly-cloudy-day,nan
133,53,80,2017-10-01,clear-night,nan
152,59,93,2017-12-07,clear-night,nan
127,40,87,2017-12-14,fog,nan
101,49,52,2017-11-27,clear-night,nan
376,171,205,2017-10-02,clear-night,nan
90,43,47,2018-01-25,clear-night,nan
8,4,4,2018-01-25,clear-night,nan
6,6,0,2017-11-05,partly-cloudy-night,Daylight Saving Time ends
202,145,57,2017-11-16,clear-night,nan
2,1,1,2018-01-14,clear-night,nan
824,414,410,2018-01-19,clear-night,nan
1505,634,871,2018-01-27,clear-day,nan
0,0,0,2017-12-31,clear-night,New Year's Eve
6,3,3,2017-11-02,partly-cloudy-night,nan
3,0,3,2018-02-02,partly-cloudy-night,nan
1396,539,857,2017-12-07,clear-day,nan
223,137,86,2018-01-12,partly-cloudy-night,nan
437,288,149,2018-01-08,partly-cloudy-night,nan
144,85,59,2017-10-12,clear-night,nan
20,10,10,2017-12-13,partly-cloudy-night,nan
195,88,107,2017-12-08,partly-cloudy-night,nan
335,161,174,2017-12-20,clear-day,nan
729,421,308,2018-01-20,clear-day,nan
56,34,22,2017-12-24,clear-night,Christmas Eve
398,255,143,2018-01-13,clear-night,nan
10,7,3,2018-01-16,partly-cloudy-night,nan
245,171,74,2017-11-27,clear-night,nan
50,33,17,2017-10-31,clear-night,Halloween
1428,771,657,2017-11-06,partly-cloudy-day,nan
1349,735,614,2017-11-04,clear-day,nan
16,9,7,2017-10-25,partly-cloudy-night,nan
2274,1222,1052,2017-10-30,partly-cloudy-day,nan
10,5,5,2017-10-25,clear-night,nan
13,7,6,2017-10-13,clear-night,nan
79,37,42,2017-12-03,clear-night,nan
40,30,10,2018-01-25,partly-cloudy-night,nan
729,369,360,2018-02-02,partly-cloudy-day,nan
217,146,71,2017-11-09,partly-cloudy-night,nan
848,390,458,2017-11-28,clear-day,nan
1517,799,718,2017-10-03,clear-day,nan
115,54,61,2017-10-05,partly-cloudy-night,nan
165,82,83,2017-12-14,clear-night,nan
122,76,46,2017-12-10,clear-night,nan
33,11,22,2018-01-08,partly-cloudy-night,nan
4,1,3,2018-01-22,partly-cloudy-night,nan
225,171,54,2017-12-21,clear-night,nan
297,143,154,2017-12-03,partly-cloudy-day,nan
283,146,137,2018-01-26,clear-day,nan
242,192,50,2017-11-16,clear-night,nan
1825,1089,736,2017-10-12,clear-day,nan
732,300,432,2017-10-09,partly-cloudy-day,Columbus Day (regional holiday)
101,56,45,2018-01-21,clear-night,nan
112,44,68,2017-11-22,rain,nan
10,5,5,2017-11-21,clear-night,nan
2191,1203,988,2017-10-23,partly-cloudy-day,nan
111,87,24,2017-12-02,clear-night,nan
232,165,67,2018-01-26,clear-night,nan
288,113,175,2017-10-11,partly-cloudy-night,nan
25,11,14,2017-12-28,clear-night,nan
8,5,3,2017-10-02,clear-night,nan
106,42,64,2018-02-01,partly-cloudy-night,nan
24,17,7,2017-10-18,clear-night,nan
2672,1468,1204,2017-10-27,clear-day,nan
994,414,580,2017-11-29,clear-day,nan
6,2,4,2017-12-30,clear-night,nan
70,34,36,2017-10-03,clear-night,nan
233,91,142,2017-10-17,clear-night,nan
1248,598,650,2017-11-17,clear-day,nan
2806,1234,1572,2017-12-02,clear-day,nan
2263,1233,1030,2017-10-01,clear-day,nan
401,288,113,2017-12-31,clear-day,New Year's Eve
435,257,178,2017-12-14,partly-cloudy-day,nan
84,67,17,2018-02-03,cloudy,nan
840,423,417,2017-12-09,fog,nan
2062,981,1081,2017-10-19,clear-day,nan
29,20,9,2017-11-09,clear-night,nan
84,40,44,2017-10-16,clear-night,nan
122,76,46,2017-10-03,clear-night,nan
1504,880,624,2018-01-01,clear-day,New Year's Day
708,424,284,2017-10-24,partly-cloudy-night,nan
2348,1130,1218,2017-12-24,clear-day,Christmas Eve
14,7,7,2018-01-05,clear-night,nan
5,2,3,2017-12-11,partly-cloudy-night,nan
36,17,19,2017-10-14,partly-cloudy-night,nan
116,59,57,2018-01-04,snow,nan
758,363,395,2018-01-29,clear-day,nan
68,46,22,2017-11-22,clear-night,nan
3,1,2,2018-01-05,clear-night,nan
6,3,3,2017-11-27,clear-night,nan
2877,1307,1570,2017-11-24,clear-day,Black Friday
1795,937,858,2017-10-26,partly-cloudy-day,nan
488,220,268,2017-11-02,clear-night,nan
88,52,36,2017-10-07,clear-night,nan
5,3,2,2018-01-23,cloudy,nan
2066,1112,954,2017-10-30,clear-day,nan
964,483,481,2017-12-17,clear-night,nan
1828,793,1035,2017-10-21,clear-day,nan
2,0,2,2017-12-08,clear-night,nan
107,45,62,2018-01-31,clear-night,nan
3,0,3,2018-02-03,clear-night,nan
23,14,9,2017-12-12,partly-cloudy-night,nan
1,0,1,2017-11-14,clear-night,nan
5,4,1,2017-11-16,partly-cloudy-night,nan
2241,1035,1206,2017-11-21,clear-day,nan
2,1,1,2017-12-23,partly-cloudy-night,nan
2733,1235,1498,2017-11-25,clear-day,nan
17,12,5,2017-10-03,clear-night,nan
217,117,100,2018-01-10,partly-cloudy-night,nan
39,24,15,2018-01-23,clear-night,nan
345,209,136,2018-01-23,partly-cloudy-night,nan
1412,892,520,2017-10-20,clear-day,nan
2691,1573,1118,2017-12-25,partly-cloudy-day,Christmas Day
1085,472,613,2017-11-15,clear-day,nan
218,92,126,2017-10-14,partly-cloudy-night,nan
539,271,268,2018-01-21,partly-cloudy-night,nan
11,8,3,2017-12-30,partly-cloudy-night,nan
647,288,359,2017-12-13,partly-cloudy-day,nan
693,383,310,2017-11-15,clear-day,nan
448,189,259,2017-10-10,clear-night,nan
239,109,130,2018-01-11,partly-cloudy-day,nan
22,12,10,2017-12-19,cloudy,nan
238,113,125,2017-11-08,partly-cloudy-day,nan
939,447,492,2018-01-15,partly-cloudy-day,Martin Luther King Jr. Day
2268,1100,1168,2017-11-03,clear-day,nan
1923,1027,896,2017-10-08,partly-cloudy-day,nan
4,2,2,2018-01-10,clear-night,nan
482,284,198,2017-11-22,partly-cloudy-day,nan
126,47,79,2017-10-30,rain,nan
27,21,6,2017-12-01,partly-cloudy-night,nan
7,5,2,2018-01-12,partly-cloudy-night,nan
1626,826,800,2017-11-09,partly-cloudy-day,nan
63,36,27,2017-12-08,clear-night,nan
105,92,13,2017-11-21,clear-night,nan
9,3,6,2018-01-16,cloudy,nan
2144,1171,973,2017-12-29,clear-day,nan
7,3,4,2018-01-07,clear-night,nan
684,341,343,2018-01-05,clear-day,nan
1657,808,849,2017-11-26,clear-day,nan
3049,1427,1622,2017-10-15,partly-cloudy-day,nan
71,37,34,2017-12-09,partly-cloudy-night,nan
2357,1128,1229,2017-10-23,partly-cloudy-day,nan
1608,794,814,2017-10-04,clear-day,nan
3633,1834,1799,2017-10-07,clear-day,nan
92,57,35,2017-10-29,partly-cloudy-night,nan
1455,739,716,2018-01-13,clear-day,nan
234,123,111,2017-11-01,partly-cloudy-night,nan
109,62,47,2017-11-10,clear-night,Veterans Day observed
0,0,0,2017-10-26,partly-cloudy-night,nan
541,242,299,2017-11-19,partly-cloudy-night,nan
139,60,79,2018-01-06,clear-night,nan
2575,1209,1366,2017-12-26,clear-day,nan
92,54,38,2018-01-07,clear-day,nan
26,10,16,2018-01-05,clear-night,nan
4,2,2,2018-01-14,clear-night,nan
783,233,550,2017-10-08,clear-night,nan
517,286,231,2017-11-20,partly-cloudy-day,nan
278,136,142,2018-01-22,partly-cloudy-day,nan
73,31,42,2017-12-28,clear-night,nan
1499,680,819,2017-11-07,partly-cloudy-day,nan
88,52,36,2017-10-17,clear-night,nan
2307,1044,1263,2018-01-20,clear-day,nan
26,19,7,2017-10-08,partly-cloudy-night,nan
3297,1496,1801,2017-11-04,clear-day,nan
1956,1129,827,2017-10-05,clear-day,nan
283,148,135,2017-10-29,partly-cloudy-day,nan
284,182,102,2018-01-14,clear-night,nan
7,4,3,2017-12-17,partly-cloudy-night,nan
1223,561,662,2017-11-28,partly-cloudy-day,nan
589,329,260,2017-11-23,clear-day,Thanksgiving Day
30,15,15,2018-01-12,partly-cloudy-night,nan
16,6,10,2017-10-10,clear-night,nan
2424,1331,1093,2017-12-29,clear-day,nan
2,1,1,2018-01-19,clear-night,nan
118,47,71,2018-01-01,clear-night,New Year's Day
199,73,126,2017-12-26,clear-night,nan
687,436,251,2017-10-12,partly-cloudy-day,nan
14,13,1,2018-01-01,clear-night,New Year's Day
52,17,35,2018-01-08,clear-night,nan
142,44,98,2018-01-18,clear-day,nan
1175,555,620,2018-01-09,clear-day,nan
120,64,56,2017-12-18,partly-cloudy-night,nan
77,52,25,2018-01-12,cloudy,nan
493,272,221,2018-02-02,clear-day,nan
2329,1199,1130,2017-11-02,clear-day,nan
795,410,385,2018-02-04,partly-cloudy-day,nan
116,78,38,2018-01-18,clear-night,nan
29,17,12,2018-01-09,clear-night,nan
1035,449,586,2017-11-16,partly-cloudy-day,nan
1046,418,628,2017-12-05,partly-cloudy-day,nan
35,16,19,2017-12-15,clear-night,nan
8,4,4,2017-11-12,clear-night,nan
1522,916,606,2017-10-18,clear-day,nan
848,425,423,2018-01-24,partly-cloudy-day,nan
571,299,272,2017-10-04,clear-day,nan
1853,819,1034,2017-12-03,partly-cloudy-day,nan
1,0,1,2018-01-30,partly-cloudy-night,nan
976,472,504,2017-11-13,partly-cloudy-day,nan
2079,954,1125,2017-10-31,clear-day,Halloween
13,8,5,2017-11-26,clear-night,nan
517,297,220,2017-12-27,partly-cloudy-day,nan
1712,998,714,2017-10-16,clear-day,nan
10,5,5,2018-01-03,clear-night,nan
17,10,7,2017-12-06,partly-cloudy-night,nan
27,14,13,2017-11-11,clear-night,Veterans Day
1716,771,945,2017-11-11,clear-day,Veterans Day
2,0,2,2018-01-04,partly-cloudy-night,nan
1313,571,742,2017-12-20,clear-day,nan
5,3,2,2018-02-01,clear-night,nan
2250,1076,1174,2018-01-02,clear-day,nan
8,4,4,2017-12-02,clear-night,nan
381,261,120,2017-12-06,clear-night,nan
34,20,14,2018-01-04,partly-cloudy-night,nan
2323,1146,1177,2017-10-10,clear-day,nan
80,46,34,2017-12-04,partly-cloudy-night,nan
10,6,4,2017-10-16,partly-cloudy-night,nan
582,245,337,2017-10-19,clear-night,nan
11,6,5,2017-10-04,clear-night,nan
1659,762,897,2017-10-24,partly-cloudy-day,nan
199,72,127,2017-10-01,clear-day,nan
576,366,210,2017-12-11,clear-night,nan
5,5,0,2018-01-20,clear-night,nan
1803,843,960,2017-11-17,clear-day,nan
37,24,13,2017-10-11,clear-night,nan
2,1,1,2017-12-28,clear-night,nan
113,49,64,2018-01-27,clear-night,nan
183,128,55,2017-12-13,clear-night,nan
711,338,373,2018-01-31,clear-day,nan
1731,868,863,2017-10-31,clear-day,Halloween
37,25,12,2017-10-14,partly-cloudy-night,nan
571,294,277,2018-01-31,partly-cloudy-day,nan
13,8,5,2017-10-22,clear-night,nan
1410,730,680,2017-11-06,partly-cloudy-day,nan
1637,867,770,2017-10-02,clear-day,nan
23,14,9,2017-10-28,clear-night,nan
489,262,227,2017-11-13,partly-cloudy-day,nan
81,79,2,2017-12-15,clear-night,nan
5,2,3,2017-10-19,clear-night,nan
151,135,16,2018-01-28,clear-night,nan
338,216,122,2018-01-25,clear-night,nan
3,3,0,2017-10-05,partly-cloudy-night,nan
1483,764,719,2017-10-26,partly-cloudy-day,nan
2276,1159,1117,2017-10-13,partly-cloudy-day,nan
576,346,230,2017-11-16,clear-night,nan
6,3,3,2018-01-08,partly-cloudy-night,nan
152,85,67,2017-10-12,partly-cloudy-night,nan
1060,581,479,2017-12-10,clear-day,nan
757,341,416,2018-01-29,partly-cloudy-day,nan
881,480,401,2017-10-09,partly-cloudy-day,Columbus Day (regional holiday)
849,386,463,2017-12-05,partly-cloudy-day,nan
103,46,57,2017-10-25,partly-cloudy-night,nan
1046,505,541,2018-01-28,partly-cloudy-day,nan
273,111,162,2017-11-27,clear-day,nan
103,85,18,2017-11-29,clear-night,nan
1924,911,1013,2017-12-31,clear-day,New Year's Eve
14,8,6,2017-12-22,clear-night,nan
1754,775,979,2017-11-24,clear-day,Black Friday
41,21,20,2017-11-05,cloudy,Daylight Saving Time ends
1,0,1,2017-12-26,clear-night,nan
116,90,26,2017-11-18,partly-cloudy-night,nan
1,0,1,2017-11-07,clear-night,nan
970,527,443,2017-12-09,fog,nan
173,90,83,2017-12-30,clear-night,nan
279,145,134,2017-10-20,clear-night,nan
1015,470,545,2018-01-26,clear-day,nan
488,206,282,2017-11-03,partly-cloudy-night,nan
43,20,23,2017-12-30,partly-cloudy-night,nan
3,2,1,2017-10-17,clear-night,nan
15,10,5,2017-12-18,partly-cloudy-night,nan
212,86,126,2017-12-01,clear-night,nan
3587,1899,1688,2017-10-21,clear-day,nan
526,327,199,2017-12-24,clear-day,Christmas Eve
2,1,1,2018-01-26,clear-night,nan
27,13,14,2017-11-15,partly-cloudy-night,nan
799,353,446,2018-01-18,clear-day,nan
260,122,138,2017-10-27,clear-night,nan
15,9,6,2018-01-23,rain,nan
1566,767,799,2017-11-01,partly-cloudy-day,nan
622,268,354,2017-11-25,partly-cloudy-night,nan
289,131,158,2018-01-17,partly-cloudy-day,nan
191,146,45,2018-01-17,partly-cloudy-night,nan
4,3,1,2018-02-04,cloudy,nan
758,512,246,2017-10-15,partly-cloudy-day,nan
297,158,139,2017-11-05,cloudy,Daylight Saving Time ends
221,99,122,2017-10-16,partly-cloudy-night,nan
179,85,94,2017-12-04,partly-cloudy-night,nan
47,24,23,2017-10-24,partly-cloudy-night,nan
312,174,138,2018-01-05,clear-day,nan
1123,540,583,2017-12-28,clear-night,nan
340,153,187,2017-10-23,partly-cloudy-night,nan
649,314,335,2018-01-06,clear-day,nan
192,96,96,2018-01-18,clear-day,nan
46,25,21,2017-11-04,clear-night,nan
307,133,174,2017-10-05,partly-cloudy-night,nan
661,338,323,2017-10-26,partly-cloudy-day,nan
41,16,25,2017-12-27,clear-night,nan
2331,1550,781,2017-10-14,partly-cloudy-day,nan
178,131,47,2017-12-07,partly-cloudy-night,nan
30,17,13,2017-12-23,partly-cloudy-night,nan
194,157,37,2018-01-24,clear-night,nan
1354,695,659,2018-01-03,clear-day,nan
2,1,1,2018-01-03,clear-night,nan
42,27,15,2017-12-15,partly-cloudy-night,nan
10,6,4,2017-12-12,partly-cloudy-night,nan
1136,557,579,2017-10-25,partly-cloudy-night,nan
471,184,287,2017-10-06,clear-night,nan
285,146,139,2017-11-03,clear-night,nan
1649,709,940,2017-12-19,partly-cloudy-day,nan
184,91,93,2017-10-09,partly-cloudy-night,Columbus Day (regional holiday)
1021,546,475,2017-11-18,clear-day,nan
76,42,34,2017-10-31,clear-night,Halloween
83,51,32,2018-01-10,cloudy,nan
159,88,71,2017-10-26,clear-night,nan
75,47,28,2018-01-23,clear-night,nan
737,278,459,2017-10-04,clear-night,nan
1828,910,918,2017-12-17,clear-day,nan
16,8,8,2017-10-21,clear-night,nan
302,162,140,2017-11-05,partly-cloudy-day,Daylight Saving Time ends
0,0,0,2017-10-30,partly-cloudy-night,nan
3066,1457,1609,2017-10-22,clear-day,nan
1478,893,585,2017-10-03,clear-day,nan
602,347,255,2018-02-04,partly-cloudy-day,nan
40,17,23,2017-10-11,clear-night,nan
1602,843,759,2017-10-11,clear-day,nan
391,209,182,2018-01-09,clear-day,nan
135,102,33,2018-01-30,partly-cloudy-night,nan
1857,881,976,2017-12-16,partly-cloudy-day,nan
9,4,5,2017-11-25,clear-night,nan
4,3,1,2018-01-25,clear-night,nan
9,5,4,2018-01-17,partly-cloudy-night,nan
119,52,67,2017-11-12,clear-night,nan
250,106,144,2017-11-07,clear-day,nan
15,12,3,2018-02-03,clear-night,nan
160,93,67,2017-11-17,clear-night,nan
2,1,1,2017-11-10,clear-night,Veterans Day observed
483,275,208,2018-01-28,partly-cloudy-night,nan
5,5,0,2017-10-27,clear-night,nan
3,2,1,2017-11-08,partly-cloudy-night,nan
58,27,31,2017-11-26,partly-cloudy-night,nan
278,160,118,2017-12-04,partly-cloudy-night,nan
10,4,6,2017-11-02,partly-cloudy-night,nan
28,9,19,2018-01-14,clear-night,nan
283,183,100,2017-11-30,partly-cloudy-night,nan
48,20,28,2018-01-04,snow,nan
101,39,62,2018-01-19,clear-night,nan
227,124,103,2017-11-09,partly-cloudy-day,nan
2022,802,1220,2017-11-12,clear-day,nan
148,66,82,2018-01-02,clear-night,nan
44,39,5,2018-01-20,clear-night,nan
105,52,53,2017-11-23,clear-night,Thanksgiving Day
116,63,53,2018-01-03,partly-cloudy-night,nan
192,104,88,2018-01-15,clear-day,Martin Luther King Jr. Day
518,236,282,2017-10-28,partly-cloudy-night,nan
2602,1510,1092,2017-10-07,clear-day,nan
9,8,1,2018-01-31,clear-night,nan
58,45,13,2017-10-09,partly-cloudy-night,Columbus Day (regional holiday)
31,13,18,2017-11-19,clear-night,nan
1374,561,813,2017-11-27,clear-day,nan
1030,455,575,2018-01-11,cloudy,nan
72,46,26,2018-02-01,cloudy,nan
1705,817,888,2017-10-05,rain,nan
1860,880,980,2017-10-14,partly-cloudy-day,nan
0,0,0,2018-01-06,clear-night,nan
810,461,349,2018-01-27,clear-day,nan
135,79,56,2017-10-20,clear-night,nan
182,121,61,2017-11-08,partly-cloudy-night,nan
21,13,8,2017-11-14,clear-night,nan
189,81,108,2017-12-21,clear-day,nan
74,38,36,2018-01-21,cloudy,nan
65,30,35,2018-01-30,partly-cloudy-night,nan
73,48,25,2017-12-15,partly-cloudy-night,nan
180,68,112,2017-11-16,rain,nan
275,139,136,2018-01-16,partly-cloudy-day,nan
133,64,69,2017-12-10,clear-day,nan
1,0,1,2017-11-08,partly-cloudy-night,nan
292,126,166,2017-10-29,rain,nan
2763,1378,1385,2017-10-22,clear-day,nan
170,121,49,2017-11-18,rain,nan
436,256,180,2018-01-24,partly-cloudy-day,nan
57,44,13,2017-11-10,clear-night,Veterans Day observed
1689,807,882,2017-12-26,clear-day,nan
229,139,90,2018-01-09,clear-night,nan
84,26,58,2017-11-19,partly-cloudy-night,nan
1244,686,558,2017-10-06,clear-day,nan
607,322,285,2017-12-16,cloudy,nan
6,4,2,2017-11-28,clear-night,nan
1005,470,535,2018-01-10,clear-day,nan
45,24,21,2017-12-20,clear-night,nan
1309,721,588,2017-10-17,clear-day,nan
343,184,159,2018-02-01,partly-cloudy-day,nan
695,328,367,2018-01-07,clear-day,nan
1053,565,488,2017-12-01,clear-day,nan
13,1,12,2018-01-06,clear-night,nan
718,324,394,2018-01-22,clear-day,nan
3,1,2,2018-01-09,cloudy,nan
767,364,403,2017-12-06,clear-day,nan
270,156,114,2017-12-10,clear-night,nan
5,0,5,2018-01-01,clear-night,New Year's Day
161,140,21,2017-11-09,partly-cloudy-night,nan
1185,634,551,2017-12-30,partly-cloudy-day,nan
1512,626,886,2017-11-20,partly-cloudy-day,nan
33,11,22,2017-11-02,partly-cloudy-night,nan
2295,1235,1060,2017-11-04,clear-day,nan
1,0,1,2018-01-27,clear-night,nan
1768,951,817,2017-12-25,partly-cloudy-day,Christmas Day
19,12,7,2018-01-24,cloudy,nan
2603,1268,1335,2017-10-27,clear-day,nan
696,367,329,2017-11-13,partly-cloudy-day,nan
10,8,2,2018-01-15,partly-cloudy-night,Martin Luther King Jr. Day
4,3,1,2017-10-29,rain,nan
258,182,76,2017-11-21,clear-night,nan
130,43,87,2018-01-12,cloudy,nan
667,385,282,2017-11-14,partly-cloudy-day,nan
1776,900,876,2017-10-12,partly-cloudy-day,nan
32,16,16,2017-11-30,clear-night,nan
1587,634,953,2017-12-03,partly-cloudy-day,nan
3,2,1,2018-01-18,clear-night,nan
5,4,1,2017-11-06,partly-cloudy-night,nan
103,52,51,2017-12-26,clear-night,nan
1972,955,1017,2017-11-02,clear-day,nan
1363,592,771,2017-12-08,partly-cloudy-day,nan
0,0,0,2017-12-29,clear-night,nan
103,58,45,2017-10-19,clear-night,nan
312,181,131,2017-11-06,clear-night,nan
11,4,7,2017-12-26,clear-night,nan
508,213,295,2018-01-07,clear-night,nan
103,47,56,2017-11-12,clear-day,nan
94,88,6,2017-11-19,clear-night,nan
296,141,155,2017-10-10,clear-night,nan
508,208,300,2017-10-26,partly-cloudy-day,nan
4,2,2,2018-01-31,clear-night,nan
1119,720,399,2017-10-17,clear-day,nan
8,3,5,2017-11-11,clear-night,Veterans Day
1574,860,714,2017-10-13,partly-cloudy-day,nan
