weather,temperature,precipitation
partly-cloudy-day,63,0
rain,60,0.1985
cloudy,62,0
partly-cloudy-night,31,0
partly-cloudy-day,73,0
clear-night,23,0
partly-cloudy-day,80,0
partly-cloudy-day,86,0
cloudy,55,0
clear-night,73,0
clear-night,47,0
clear-night,37,0
clear-night,61,0
partly-cloudy-day,80,0
clear-night,74,0
partly-cloudy-day,85,0
cloudy,52,0
clear-night,33,0
clear-night,67,0
clear-day,78,0
cloudy,35,0
clear-night,56,0
cloudy,79,0
clear-night,14,0
partly-cloudy-night,60,0
partly-cloudy-night,22,0
partly-cloudy-day,56,0
cloudy,59,0
clear-night,65,0
rain,63,0.0193
clear-night,57,0
partly-cloudy-night,61,0
clear-day,74,0
cloudy,39,0
clear-night,74,0
cloudy,75,0
partly-cloudy-day,43,0
clear-night,40,0
cloudy,45,0
cloudy,64,0
partly-cloudy-day,75,0
cloudy,45,0
partly-cloudy-night,60,0
clear-night,26,0
cloudy,72,0
clear-night,74,0
partly-cloudy-night,69,0
cloudy,63,0.0207
clear-day,55,0
clear-night,30,0
cloudy,38,0
partly-cloudy-night,79,0
clear-day,34,0
partly-cloudy-day,73,0
clear-night,81,0
partly-cloudy-night,64,0
cloudy,34,0
clear-night,50,0
partly-cloudy-night,44,0
clear-day,74,0
clear-day,47,0
rain,53,0.0643
cloudy,33,0.00020
cloudy,54,0
cloudy,45,0.0059
partly-cloudy-day,75,0
partly-cloudy-night,50,0
clear-day,64,0
partly-cloudy-day,49,0
partly-cloudy-day,84,0
cloudy,53,0
partly-cloudy-day,85,0.005
clear-night,35,0
clear-night,53,0
clear-night,59,0
clear-night,68,0
clear-night,34,0
partly-cloudy-day,67,0
partly-cloudy-day,77,0
clear-day,35,0
clear-night,40,0
clear-night,60,0
clear-night,53,0
partly-cloudy-night,15,0
partly-cloudy-day,49,0
clear-day,66,0
clear-night,37,0
clear-night,74,0
clear-night,75,0
cloudy,75,0
rain,34,0.0144
clear-day,52,0
clear-night,64,0
rain,59,0.0845
clear-night,39,0
snow,28,0.0198
partly-cloudy-day,38,0
clear-day,80,0
partly-cloudy-night,35,0
partly-cloudy-night,19,0
cloudy,82,0
partly-cloudy-day,61,0
partly-cloudy-day,21,0
partly-cloudy-day,49,0
partly-cloudy-day,66,0
clear-day,76,0
partly-cloudy-day,86,0
partly-cloudy-night,34,0
rain,71,0.0189
partly-cloudy-day,70,0
cloudy,26,0
cloudy,72,0.00060
partly-cloudy-night,67,0
partly-cloudy-day,74,0
partly-cloudy-night,51,0
cloudy,55,0
cloudy,41,0
clear-night,43,0
cloudy,50,0
partly-cloudy-day,50,0
partly-cloudy-day,36,0
partly-cloudy-day,73,0
partly-cloudy-night,72,0
cloudy,48,0
cloudy,68,0
partly-cloudy-night,71,0
clear-day,57,0
clear-night,77,0
cloudy,72,0
cloudy,36,0.00050
clear-day,80,0
rain,41,0.0037
partly-cloudy-night,76,0
clear-night,57,0
clear-day,28,0
clear-night,44,0
clear-day,62,0
clear-night,45,0
cloudy,45,0
partly-cloudy-night,67,0
cloudy,32,0.0082
cloudy,35,0
partly-cloudy-day,65,0
partly-cloudy-day,82,0
clear-day,46,0
clear-day,61,0
clear-night,53,0
partly-cloudy-night,43,0
rain,74,0.032
cloudy,59,0
snow,31,0.042
partly-cloudy-day,77,0
partly-cloudy-day,61,0
partly-cloudy-day,81,0
cloudy,58,0
rain,62,0.0471
partly-cloudy-day,77,0
snow,33,0.0184
cloudy,47,0
rain,72,0.068
partly-cloudy-day,70,0
partly-cloudy-night,70,0
rain,60,0.0562
partly-cloudy-day,82,0
clear-night,31,0
cloudy,55,0
partly-cloudy-day,82,0
clear-night,58,0
partly-cloudy-day,75,0
partly-cloudy-day,73,0
partly-cloudy-night,69,0
partly-cloudy-night,76,0
partly-cloudy-day,70,0
clear-night,47,0
partly-cloudy-day,74,0
clear-day,67,0
partly-cloudy-night,58,0
cloudy,57,0
partly-cloudy-day,31,0
clear-night,38,0
partly-cloudy-day,81,0
rain,40,0.0323
cloudy,68,0
clear-day,37,0
rain,41,0.0271
partly-cloudy-day,70,0
clear-night,9,0
clear-day,69,0
partly-cloudy-day,65,0
partly-cloudy-night,35,0
cloudy,36,0.0018
partly-cloudy-day,64,0
partly-cloudy-night,32,0
cloudy,47,0
clear-day,28,0
cloudy,30,0
clear-day,41,0
partly-cloudy-day,69,0
rain,45,0.0125
cloudy,50,0
partly-cloudy-night,52,0
cloudy,69,0
clear-day,71,0
partly-cloudy-day,73,0
cloudy,66,0
cloudy,52,0
partly-cloudy-day,59,0
clear-night,73,0
clear-day,52,0
partly-cloudy-night,73,0
clear-night,44,0
clear-night,28,0
cloudy,52,0.0056
clear-night,25,0
clear-day,87,0
partly-cloudy-night,71,0
cloudy,46,0
rain,67,0.095
clear-day,67,0
partly-cloudy-day,29,0
partly-cloudy-night,36,0
cloudy,52,0
rain,69,0.006
cloudy,62,0
clear-night,27,0
cloudy,36,0
cloudy,40,0
partly-cloudy-night,31,0
clear-day,50,0
clear-night,64,0
rain,63,0.0643
rain,38,0.0714
partly-cloudy-day,56,0
partly-cloudy-day,96,0
clear-night,43,0
clear-day,11,0
partly-cloudy-day,74,0
partly-cloudy-night,76,0
cloudy,68,0.0019
clear-night,49,0
rain,47,0.0387
nan,nan,nan
rain,59,0.192
clear-night,57,0
partly-cloudy-day,89,0
partly-cloudy-night,48,0
partly-cloudy-day,91,0
clear-day,81,0
cloudy,58,0.0104
cloudy,36,0
cloudy,41,0
partly-cloudy-night,48,0
partly-cloudy-day,74,0
partly-cloudy-night,22,0
clear-night,35,0
cloudy,31,0
clear-day,62,0
partly-cloudy-night,40,0
clear-day,34,0
clear-night,56,0
partly-cloudy-day,70,0
partly-cloudy-night,31,0
clear-day,45,0
rain,67,0.014
partly-cloudy-day,83,0
partly-cloudy-day,78,0
cloudy,71,0
partly-cloudy-day,76,0
partly-cloudy-day,45,0
clear-day,70,0
clear-day,48,0
cloudy,54,0
rain,38,0.0109
partly-cloudy-day,52,0
clear-night,74,0
cloudy,68,0.0063
partly-cloudy-day,88,0
partly-cloudy-night,48,0
partly-cloudy-day,76,0
clear-day,67,0
partly-cloudy-day,88,0
partly-cloudy-night,38,0
cloudy,40,0
partly-cloudy-day,47,0
clear-day,80,0
cloudy,60,0
clear-day,62,0
clear-night,48,0
clear-day,56,0
partly-cloudy-day,68,0
partly-cloudy-day,62,0
partly-cloudy-night,42,0
cloudy,68,0
clear-night,62,0
clear-day,80,0
partly-cloudy-night,34,0
partly-cloudy-night,23,0
partly-cloudy-day,76,0
partly-cloudy-day,60,0
clear-day,60,0
cloudy,55,0
partly-cloudy-day,67,0
clear-day,81,0
clear-day,26,0
clear-day,53,0
clear-night,37,0
partly-cloudy-day,67,0
cloudy,29,0.0019
clear-day,86,0
partly-cloudy-day,38,0
clear-night,21,0
rain,56,0.1027
cloudy,69,0
partly-cloudy-night,37,0
clear-day,64,0
clear-day,71,0
clear-day,31,0
cloudy,57,0
clear-day,86,0
clear-day,78,0
partly-cloudy-night,34,0
clear-night,45,0
clear-night,23,0
clear-day,91,0
cloudy,54,0
partly-cloudy-day,58,0
partly-cloudy-night,43,0.0012
cloudy,47,0
partly-cloudy-night,58,0
partly-cloudy-day,79,0
clear-night,29,0
cloudy,34,0.0036
rain,64,0.0238
cloudy,70,0
clear-night,50,0
partly-cloudy-night,58,0
clear-day,34,0
clear-day,46,0
clear-night,35,0
rain,35,0.0202
clear-day,35,0
partly-cloudy-day,83,0
clear-night,59,0
partly-cloudy-day,66,0
clear-day,23,0
clear-day,81,0
cloudy,66,0
clear-day,78,0
partly-cloudy-night,64,0
clear-night,73,0
cloudy,61,0
cloudy,28,0.0036
cloudy,39,0.00050
partly-cloudy-night,74,0
clear-day,41,0
clear-day,43,0
rain,59,0.0038
cloudy,69,0.002
clear-night,34,0
partly-cloudy-night,60,0
partly-cloudy-day,84,0.0054
clear-day,89,0
partly-cloudy-night,67,0
clear-night,47,0
cloudy,56,0
partly-cloudy-night,70,0
partly-cloudy-day,67,0
clear-day,29,0
clear-night,29,0
clear-night,66,0
clear-night,66,0
clear-day,61,0
cloudy,29,0
cloudy,70,0
cloudy,37,0
cloudy,54,0
cloudy,52,0.014
partly-cloudy-night,67,0
partly-cloudy-day,85,0
partly-cloudy-night,30,0
cloudy,42,0.0015
partly-cloudy-day,71,0
clear-night,67,0
partly-cloudy-day,94,0
partly-cloudy-day,80,0
clear-day,45,0
clear-night,36,0
cloudy,50,0
clear-night,62,0
clear-night,59,0
cloudy,80,0
clear-day,64,0
clear-day,63,0
cloudy,42,0
cloudy,50,0
rain,41,0.1674
partly-cloudy-day,97,0
partly-cloudy-day,59,0
clear-night,66,0
rain,40,0.0407
partly-cloudy-night,73,0
clear-day,31,0.00030
cloudy,42,0
partly-cloudy-night,68,0
rain,69,0.0486
partly-cloudy-night,44,0
cloudy,35,0
clear-day,52,0
cloudy,37,0
cloudy,54,0
cloudy,73,0
clear-day,64,0
clear-day,83,0
clear-night,44,0
clear-night,31,0
partly-cloudy-day,71,0
clear-day,60,0
partly-cloudy-day,73,0
clear-day,39,0
clear-night,42,0
clear-night,38,0
partly-cloudy-day,79,0
partly-cloudy-night,75,0
clear-night,47,0
partly-cloudy-night,33,0
cloudy,59,0
clear-day,74,0
partly-cloudy-day,23,0
cloudy,64,0
clear-day,82,0
partly-cloudy-day,87,0
clear-night,39,0
partly-cloudy-day,85,0
cloudy,72,0
cloudy,60,0
partly-cloudy-night,84,0
cloudy,55,0.0014
clear-night,41,0
clear-day,71,0
clear-day,68,0
partly-cloudy-day,39,0.0032
partly-cloudy-night,72,0
partly-cloudy-day,83,0
clear-day,32,0
partly-cloudy-day,78,0
cloudy,74,0
clear-night,77,0
partly-cloudy-night,71,0
cloudy,49,0
cloudy,36,0
partly-cloudy-day,82,0
clear-night,25,0
clear-night,77,0
partly-cloudy-day,44,0
clear-night,70,0
partly-cloudy-day,69,0
partly-cloudy-day,68,0
clear-day,15,0
partly-cloudy-day,51,0
clear-night,31,0
cloudy,68,0
partly-cloudy-day,69,0
clear-night,81,0
cloudy,45,0.00040
rain,56,0.1744
partly-cloudy-day,87,0
clear-night,62,0
partly-cloudy-night,74,0
clear-night,34,0
clear-day,60,0
cloudy,59,0
partly-cloudy-night,56,0
partly-cloudy-day,67,0
clear-night,60,0
clear-night,30,0
partly-cloudy-day,69,0
clear-night,40,0
clear-night,41,0
rain,40,0.114
partly-cloudy-night,43,0
cloudy,34,0
partly-cloudy-day,62,0
clear-day,42,0
partly-cloudy-night,39,0
clear-day,54,0
partly-cloudy-day,79,0
partly-cloudy-day,60,0
partly-cloudy-day,58,0
clear-day,31,0
rain,44,0.0281
clear-day,73,0
partly-cloudy-night,71,0
clear-night,70,0
clear-night,58,0
clear-day,76,0
rain,40,0.0911
cloudy,57,0
partly-cloudy-night,29,0
partly-cloudy-night,27,0
cloudy,50,0.00030
cloudy,25,0.00030
partly-cloudy-day,73,0
clear-day,67,0
partly-cloudy-day,46,0
cloudy,42,0
cloudy,40,0.0045
clear-day,32,0
clear-night,72,0
cloudy,71,0
partly-cloudy-night,57,0
partly-cloudy-day,44,0
rain,69,0.103
rain,33,0.0113
partly-cloudy-night,78,0
cloudy,52,0
clear-night,31,0
cloudy,45,0
cloudy,71,0
partly-cloudy-night,76,0.012
clear-night,54,0
clear-night,23,0
clear-day,64,0
clear-night,30,0
clear-day,44,0
cloudy,34,0
rain,75,0.003
partly-cloudy-night,72,0
partly-cloudy-night,41,0
partly-cloudy-night,71,0
rain,58,0.0395
partly-cloudy-night,40,0
partly-cloudy-day,84,0
clear-night,53,0
cloudy,53,0
partly-cloudy-day,64,0
partly-cloudy-night,67,0
cloudy,69,0.005
clear-night,36,0
partly-cloudy-day,80,0
clear-day,81,0
cloudy,71,0
cloudy,38,0
partly-cloudy-day,88,0
clear-day,27,0
cloudy,71,0
clear-night,39,0
partly-cloudy-day,68,0
partly-cloudy-day,74,0
cloudy,72,0.028
clear-night,13,0
clear-night,20,0
clear-day,77,0
clear-night,76,0
clear-night,29,0
clear-night,32,0
clear-day,50,0
clear-night,31,0
clear-day,79,0
cloudy,46,0.0084
clear-day,79,0
partly-cloudy-day,64,0
clear-day,31,0
partly-cloudy-day,68,0
partly-cloudy-night,42,0
partly-cloudy-day,84,0
partly-cloudy-day,82,0
clear-night,74,0
cloudy,72,0
partly-cloudy-day,55,0
partly-cloudy-day,63,0
clear-day,51,0
partly-cloudy-day,85,0
clear-day,56,0
clear-night,55,0
clear-night,30,0
clear-night,63,0
clear-day,62,0
partly-cloudy-day,41,0
clear-day,41,0.00030
clear-night,75,0
cloudy,66,0.004
partly-cloudy-night,66,0
cloudy,74,0
cloudy,35,0
clear-night,33,0
partly-cloudy-day,70,0
partly-cloudy-night,51,0
cloudy,64,0
partly-cloudy-day,80,0
cloudy,77,0
cloudy,64,0.00080
clear-night,20,0
cloudy,73,0
clear-day,71,0
clear-night,31,0
cloudy,40,0
partly-cloudy-night,20,0
partly-cloudy-night,61,0
clear-night,34,0
partly-cloudy-day,92,0
partly-cloudy-night,79,0
cloudy,67,0
clear-night,16,0
partly-cloudy-day,49,0
cloudy,35,0
cloudy,35,0
clear-night,32,0
partly-cloudy-day,36,0
cloudy,34,0
partly-cloudy-day,78,0
partly-cloudy-day,48,0
clear-day,29,0
cloudy,59,0
cloudy,46,0
rain,61,0.0701
clear-night,59,0
partly-cloudy-day,75,0
partly-cloudy-day,67,0
rain,36,0.0267
cloudy,53,0
cloudy,56,0.00040
partly-cloudy-day,39,0
clear-night,31,0
clear-night,35,0
partly-cloudy-day,30,0
clear-night,33,0
partly-cloudy-day,56,0
cloudy,46,0
cloudy,83,0
clear-night,42,0
rain,80,0.3514
clear-night,57,0
clear-day,32,0
partly-cloudy-day,69,0
cloudy,64,0
cloudy,72,0
partly-cloudy-night,65,0.00080
cloudy,46,0
partly-cloudy-day,66,0
cloudy,56,0
cloudy,71,0
clear-day,45,0
partly-cloudy-day,87,0
rain,84,0.026
cloudy,54,0
partly-cloudy-night,75,0
clear-day,54,0
partly-cloudy-night,73,0
partly-cloudy-night,55,0
partly-cloudy-night,69,0
partly-cloudy-night,77,0
cloudy,34,0.0058
cloudy,54,0
clear-day,64,0
clear-night,26,0
cloudy,63,0
partly-cloudy-day,44,0
partly-cloudy-day,56,0
partly-cloudy-day,39,0
clear-day,69,0
partly-cloudy-day,72,0
partly-cloudy-night,65,0
cloudy,47,0
partly-cloudy-day,75,0
cloudy,46,0
partly-cloudy-day,81,0
rain,63,0.1055
partly-cloudy-day,70,0.0116
partly-cloudy-day,82,0
rain,54,0.0067
partly-cloudy-night,29,0
clear-day,69,0
partly-cloudy-day,36,0
clear-night,38,0
cloudy,34,0.0032
partly-cloudy-day,75,0
rain,63,0.1463
clear-night,5,0
partly-cloudy-day,64,0
clear-night,53,0
cloudy,40,0.0016
cloudy,69,0
cloudy,57,0
rain,61,0.0696
cloudy,41,0
clear-night,71,0
partly-cloudy-day,87,0
clear-night,60,0
clear-day,81,0
clear-night,29,0
partly-cloudy-night,65,0
partly-cloudy-night,70,0
clear-day,57,0
clear-night,35,0
partly-cloudy-day,80,0
clear-night,28,0
clear-night,37,0
partly-cloudy-night,35,0
clear-night,68,0
partly-cloudy-night,77,0
partly-cloudy-night,42,0
clear-day,79,0
partly-cloudy-day,79,0
partly-cloudy-day,60,0
partly-cloudy-day,62,0
cloudy,58,0.0076
clear-day,51,0
clear-night,29,0
partly-cloudy-night,30,0
partly-cloudy-night,77,0
partly-cloudy-night,31,0
cloudy,47,0
partly-cloudy-night,74,0
rain,40,0.106
clear-night,45,0
clear-day,53,0
clear-night,51,0
partly-cloudy-night,73,0
cloudy,48,0.00080
rain,59,0.0502
partly-cloudy-day,50,0
cloudy,54,0
cloudy,29,0.00040
cloudy,51,0
cloudy,41,0.0053
clear-day,28,0
clear-night,45,0
partly-cloudy-day,84,0
clear-night,30,0
partly-cloudy-night,49,0
clear-night,40,0
partly-cloudy-day,83,0
clear-night,42,0
clear-day,47,0
cloudy,62,0
clear-night,39,0
clear-day,3,0
partly-cloudy-night,70,0
cloudy,56,0.0124
clear-night,13,0
rain,44,0.0429
rain,59,0.2288
cloudy,53,0
clear-day,46,0
cloudy,62,0
cloudy,29,0.00020
partly-cloudy-day,73,0
clear-night,72,0
cloudy,74,0
clear-day,65,0
partly-cloudy-night,81,0.1
clear-day,20,0
clear-night,42,0
cloudy,45,0
partly-cloudy-day,69,0
clear-night,67,0
clear-night,50,0
clear-day,28,0
clear-day,68,0
rain,38,0.0311
partly-cloudy-day,76,0
partly-cloudy-day,58,0
clear-night,65,0
clear-night,32,0
cloudy,30,0
clear-day,42,0
clear-night,28,0
clear-night,32,0
partly-cloudy-day,83,0
partly-cloudy-day,80,0
cloudy,41,0.0301
partly-cloudy-night,55,0
clear-night,33,0
clear-day,39,0
clear-day,44,0
partly-cloudy-day,63,0
clear-day,40,0
clear-night,61,0
cloudy,49,0
partly-cloudy-night,56,0
partly-cloudy-night,76,0
rain,49,0.157
cloudy,65,0.0029
clear-night,40,0
clear-night,38,0
cloudy,35,0
clear-night,54,0
partly-cloudy-night,49,0
partly-cloudy-night,30,0.0025
cloudy,34,0.0105
partly-cloudy-night,35,0
partly-cloudy-day,84,0
partly-cloudy-night,65,0
partly-cloudy-day,60,0
cloudy,72,0
clear-day,58,0
clear-day,87,0
clear-night,26,0
clear-night,29,0
cloudy,63,0
clear-day,83,0
cloudy,54,0.00040
clear-night,52,0
clear-night,85,0
clear-day,56,0
partly-cloudy-day,62,0
cloudy,51,0
clear-night,77,0
cloudy,83,0
rain,59,0.5543
partly-cloudy-day,29,0
clear-night,64,0
partly-cloudy-night,64,0
partly-cloudy-day,67,0
clear-night,38,0
partly-cloudy-night,24,0
clear-night,71,0
partly-cloudy-night,71,0
clear-night,52,0
clear-night,62,0
clear-night,71,0
cloudy,45,0
clear-night,32,0
cloudy,27,0
partly-cloudy-night,70,0
clear-night,28,0
partly-cloudy-day,41,0
cloudy,71,0.005
rain,69,0.0543
clear-day,46,0
snow,26,0.0115
rain,35,0.0562
partly-cloudy-day,84,0.0226
clear-night,27,0
cloudy,74,0
cloudy,69,0
clear-day,68,0
clear-day,84,0
clear-night,67,0
clear-night,84,0
partly-cloudy-night,78,0
cloudy,72,0
clear-day,39,0
partly-cloudy-night,41,0
partly-cloudy-night,33,0
cloudy,62,0.001
partly-cloudy-day,25,0
partly-cloudy-day,76,0
clear-day,80,0
cloudy,56,0
clear-day,35,0
partly-cloudy-day,78,0.002
rain,35,0.134
partly-cloudy-day,72,0
cloudy,57,0
cloudy,60,0
partly-cloudy-day,71,0
cloudy,68,0
rain,78,0.001
cloudy,45,0
clear-night,71,0
cloudy,42,0.001
clear-night,34,0
clear-day,72,0
cloudy,31,0
partly-cloudy-day,26,0
clear-night,64,0
partly-cloudy-day,36,0
clear-day,75,0
partly-cloudy-night,52,0
clear-night,58,0
rain,45,0.13
cloudy,55,0.0122
clear-night,3,0
partly-cloudy-day,74,0
clear-day,85,0
rain,40,0.051
partly-cloudy-day,84,0
cloudy,58,0
clear-day,87,0
clear-day,76,0
clear-night,32,0
clear-night,53,0
clear-night,26,0
clear-day,83,0
cloudy,37,0
partly-cloudy-day,60,0
clear-night,41,0
partly-cloudy-day,75,0
partly-cloudy-night,63,0
clear-day,62,0
partly-cloudy-day,46,0
partly-cloudy-day,35,0.0012
clear-day,69,0
rain,55,0.0507
cloudy,68,0
cloudy,39,0
clear-day,81,0
partly-cloudy-night,71,0
clear-day,76,0
rain,78,0.0628
partly-cloudy-day,49,0
rain,71,0.069
cloudy,41,0
clear-day,81,0
clear-night,74,0
cloudy,66,0
rain,45,0.0417
clear-day,79,0
partly-cloudy-night,66,0
clear-night,71,0
clear-night,38,0
clear-day,29,0
partly-cloudy-night,73,0
partly-cloudy-night,16,0
clear-day,56,0
partly-cloudy-day,79,0
clear-day,52,0
clear-night,37,0
partly-cloudy-day,84,0
clear-day,47,0
partly-cloudy-day,76,0
cloudy,31,0
clear-day,42,0
partly-cloudy-night,76,0
partly-cloudy-day,77,0
clear-night,27,0
partly-cloudy-day,80,0
partly-cloudy-night,75,0
partly-cloudy-night,61,0
partly-cloudy-day,61,0
cloudy,63,0
cloudy,46,0
clear-day,53,0
clear-day,50,0
clear-day,36,0
clear-day,75,0
partly-cloudy-night,36,0
clear-night,68,0
cloudy,39,0
clear-day,36,0.0038
cloudy,58,0
cloudy,51,0.00030
cloudy,33,0
partly-cloudy-day,42,0
partly-cloudy-day,75,0
clear-day,36,0
cloudy,35,0.00050
partly-cloudy-night,35,0
partly-cloudy-day,78,0.01
clear-day,82,0
partly-cloudy-day,73,0.002
cloudy,42,0
cloudy,41,0.001
cloudy,38,0.009
partly-cloudy-night,54,0
cloudy,69,0
partly-cloudy-day,74,0
clear-night,55,0
partly-cloudy-day,31,0
cloudy,44,0
partly-cloudy-night,75,0
clear-day,67,0
rain,40,0.0645
partly-cloudy-day,60,0
cloudy,56,0
partly-cloudy-day,69,0
clear-day,50,0
clear-night,61,0
partly-cloudy-day,80,0
clear-day,68,0
clear-day,71,0
clear-day,86,0
cloudy,64,0
clear-night,42,0
partly-cloudy-day,34,0
partly-cloudy-night,63,0
clear-night,34,0
clear-night,69,0
clear-night,35,0
clear-night,31,0
cloudy,58,0.00070
clear-night,57,0
partly-cloudy-day,83,0
rain,52,0.0093
snow,37,0.0122
partly-cloudy-day,29,0
clear-night,78,0
partly-cloudy-day,51,0
cloudy,62,0
cloudy,39,0
clear-day,45,0
clear-night,54,0
cloudy,67,0
cloudy,58,0.0011
clear-day,43,0
clear-night,53,0
partly-cloudy-night,78,0
clear-night,11,0
clear-day,83,0
cloudy,74,0
clear-day,51,0
cloudy,46,0.0031
clear-night,52,0
partly-cloudy-day,76,0
cloudy,30,0
clear-night,22,0
partly-cloudy-day,80,0
clear-night,28,0
clear-night,53,0
partly-cloudy-night,66,0.0047
clear-day,77,0
clear-day,88,0
partly-cloudy-day,76,0
clear-night,73,0
partly-cloudy-day,73,0
clear-night,43,0
rain,45,0.0294
partly-cloudy-day,68,0
clear-night,72,0
clear-night,64,0
clear-night,45,0
partly-cloudy-night,62,0
clear-night,54,0
wind,38,0.0013
clear-night,40,0
clear-day,30,0
partly-cloudy-day,33,0
partly-cloudy-night,35,0
partly-cloudy-day,65,0
cloudy,60,0
clear-night,69,0
cloudy,54,0
partly-cloudy-day,83,0
partly-cloudy-day,83,0
partly-cloudy-day,24,0
clear-night,84,0
clear-night,30,0
clear-day,55,0
clear-day,60,0
partly-cloudy-night,6,0
clear-night,79,0
partly-cloudy-day,56,0
cloudy,56,0
partly-cloudy-night,55,0
partly-cloudy-day,73,0
clear-day,43,0
clear-night,67,0
partly-cloudy-day,81,0
partly-cloudy-day,70,0
clear-day,57,0
cloudy,71,0
partly-cloudy-day,89,0
clear-night,44,0
cloudy,58,0
clear-night,57,0
wind,41,0.001
partly-cloudy-night,72,0
cloudy,43,0
clear-night,77,0
partly-cloudy-day,71,0
partly-cloudy-night,69,0
partly-cloudy-day,79,0
partly-cloudy-night,53,0
partly-cloudy-night,40,0
clear-night,24,0
clear-night,39,0
rain,71,0.011
partly-cloudy-day,42,0.00060
clear-night,28,0
clear-night,74,0
clear-day,59,0
clear-day,79,0
fog,40,0
partly-cloudy-day,57,0
partly-cloudy-night,49,0
rain,38,0.0294
partly-cloudy-night,40,0
clear-night,79,0
partly-cloudy-night,27,0
clear-night,78,0
clear-night,27,0
clear-day,84,0
clear-day,38,0
partly-cloudy-night,78,0
clear-day,48,0
cloudy,57,0
clear-day,54,0
rain,59,0.009
clear-night,68,0
cloudy,54,0
clear-day,65,0
clear-night,67,0
partly-cloudy-day,70,0
partly-cloudy-night,75,0
clear-night,29,0
clear-night,32,0
clear-day,59,0
cloudy,72,0
cloudy,72,0
cloudy,56,0.0049
partly-cloudy-day,71,0
clear-day,40,0
clear-night,32,0
cloudy,39,0
clear-day,46,0
rain,48,0.0917
rain,40,0.0056
clear-day,68,0
partly-cloudy-night,34,0
partly-cloudy-day,86,0
clear-night,57,0
clear-day,68,0
partly-cloudy-day,74,0
partly-cloudy-day,85,0
cloudy,43,0.0067
cloudy,56,0
rain,65,0.0458
cloudy,43,0
clear-night,64,0
cloudy,39,0.0059
cloudy,62,0
rain,72,0.0342
cloudy,73,0
cloudy,51,0
partly-cloudy-day,46,0
clear-day,56,0
partly-cloudy-night,39,0
cloudy,53,0
clear-night,69,0
rain,79,0.038
clear-day,25,0
clear-night,68,0
clear-day,43,0
clear-night,54,0
clear-night,27,0
cloudy,59,0
cloudy,37,0
clear-day,26,0
partly-cloudy-night,74,0
partly-cloudy-night,63,0
clear-night,43,0
rain,52,0.0886
partly-cloudy-night,18,0
cloudy,38,0
rain,62,0.0128
partly-cloudy-day,33,0
cloudy,42,0
partly-cloudy-night,40,0
cloudy,52,0
clear-day,72,0
clear-night,47,0
clear-night,65,0
clear-night,46,0
partly-cloudy-night,68,0
clear-night,35,0
partly-cloudy-day,80,0
clear-day,82,0
partly-cloudy-day,55,0
rain,41,0.0286
rain,69,0.0872
clear-night,38,0
clear-night,31,0
clear-night,38,0
clear-day,39,0
clear-day,42,0
clear-night,75,0
partly-cloudy-day,63,0
partly-cloudy-night,34,0
partly-cloudy-day,62,0
clear-night,45,0
snow,33,0.0525
rain,74,0.049
cloudy,35,0.00020
partly-cloudy-day,91,0
partly-cloudy-day,66,0
partly-cloudy-day,87,0.004
clear-night,14,0
partly-cloudy-day,68,0
partly-cloudy-night,70,0.0221
cloudy,53,0
rain,53,0.1044
partly-cloudy-day,37,0
partly-cloudy-day,72,0
partly-cloudy-night,71,0
clear-night,47,0
cloudy,61,0
partly-cloudy-night,70,0
snow,33,0.0241
partly-cloudy-night,31,0
clear-day,39,0
snow,33,0.0105
cloudy,55,0
cloudy,40,0
cloudy,46,0
partly-cloudy-night,69,0.0015
cloudy,63,0.0016
clear-night,31,0
rain,61,0.0341
partly-cloudy-day,67,0
clear-night,73,0
cloudy,62,0
clear-day,77,0
clear-day,73,0
partly-cloudy-day,78,0
cloudy,42,0.0222
partly-cloudy-day,15,0
clear-night,24,0
cloudy,61,0.0232
cloudy,67,0.002
cloudy,69,0
cloudy,59,0
cloudy,63,0.0024
clear-day,78,0
partly-cloudy-night,70,0
partly-cloudy-day,88,0
partly-cloudy-night,59,0
clear-day,38,0
clear-night,44,0
partly-cloudy-night,68,0
clear-day,59,0
partly-cloudy-night,60,0
clear-night,55,0
partly-cloudy-night,63,0
partly-cloudy-day,82,0
clear-night,35,0
partly-cloudy-day,8,0
partly-cloudy-night,68,0
cloudy,45,0
cloudy,52,0.0062
partly-cloudy-day,71,0
cloudy,46,0
clear-day,36,0
clear-night,28,0
clear-night,57,0
cloudy,32,0.0026
partly-cloudy-night,53,0
partly-cloudy-day,39,0
partly-cloudy-day,56,0
cloudy,32,0
cloudy,46,0
clear-night,45,0
partly-cloudy-night,61,0
cloudy,63,0
partly-cloudy-night,69,0
clear-night,53,0
partly-cloudy-day,82,0
cloudy,70,0
partly-cloudy-day,78,0.002
partly-cloudy-day,36,0
partly-cloudy-day,82,0
clear-day,43,0.00070
partly-cloudy-night,37,0
cloudy,60,0.0087
partly-cloudy-night,64,0
clear-day,13,0
clear-night,66,0
snow,35,0.0293
clear-night,76,0
clear-night,55,0
rain,33,0.0491
cloudy,55,0
clear-day,43,0.01
clear-night,39,0
cloudy,60,0
partly-cloudy-night,36,0
clear-night,43,0
partly-cloudy-night,26,0
rain,53,0.00060
clear-day,62,0
clear-day,72,0
partly-cloudy-night,79,0
clear-night,42,0
clear-day,79,0
partly-cloudy-night,75,0
clear-day,27,0
partly-cloudy-day,33,0
clear-day,51,0
cloudy,47,0.0125
